LOCATION,ADDRESS,BIKE_PARKING,PLACEMENT,RACKS,SPACES,1_STATUS,2_STATUS_HIGH_LEVEL,3_STATUS_DETAIL,4_STATUS_DESCRIPTION,5_ACTING_AGENT,6_ACTION,INSTALLED_BY,YR_INSTALLED,COORDINATES
Fellowship Urban Outreach,200 PLYMOUTH AVE,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.712470, -122.455770)"
Westside Church of Christ,142 PLYMOUTH AVE,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.712070, -122.455767)"
SFPD Park Station,1899 WALLER ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.767974, -122.455083)"
Holloway Market,150 HOLLOWAY AVE,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,SUPPLY MEETS DEMAND,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.722069, -122.454960)"
multiple,3580 CALIFORNIA ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.786795, -122.453054)"
Merced Food Service,5925 MISSION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.708418, -122.453050)"
Ernest Ingold Boys and Girls Club ,1950 PAGE ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,REQUEST FROM VISITOR,SFMTA,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.77047883, -122.45300099)"
Fifty/Fifty Coffee and Tea,3157 GEARY BLVD,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.781440, -122.452952)"
Laurel Hill Nursery School,401 EUCLID AVE,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.78379952, -122.45272946)"
Laurel Hill Nursery School,401 EUCLID AVE,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.783800, -122.452729)"
Murious Trophy Room ,1811 HAIGHT ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.769123, -122.452033)"
Alembic,1725 HAIGHT ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.769210, -122.451206)"
Pharmaca Integrative Pharmacy,925 COLE ST,RACK,SIDEWALK,1,2,IN_PROGRESS,UNDER_REVIEW,SURVEYED,SURVEYED,SFMTA,4. REVIEW_AND_APPROVALS,N/A,2014,"(37.765296, -122.450152)"
Pixies,5672 MISSION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.710524, -122.448564)"
Palace of Fine Arts,3301 LYON ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,OUTSIDE SFMTA'S JURISDICTION,REC & PARK,1. AGENT_TO_CONTACT,N/A,n/a,"(37.802902, -122.448346)"
Booker T. Washington Community Service Center,800 PRESIDIO AVE,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.784109, -122.445779)"
Cannabis Company,1334 HAIGHT ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.770634, -122.444269)"
Central Coffee,1696 HAYES ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.774409, -122.444249)"
Taqueria Reinas,5300 MISSION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.714630, -122.442959)"
Move-SF,2863 CALIFORNIA ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.787622, -122.441507)"
Cheese Steak Shop,1716 DIVISADERO ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.785581, -122.439639)"
Embrace Health,2400 GREENWICH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.79863796, -122.43933783)"
medical complex,2186 GEARY BLVD,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.783699, -122.439293)"
Dream Cloud Vapors,4971 MISSION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,SFMTA CONTACTED,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.718804, -122.438911)"
Eureka Market,4151 17TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.76208982, -122.43855173)"
Metropolitan Community Church,150 EUREKA ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.759900, -122.438506)"
Roland Feller - Violin Makers ,551 DIVISADERO ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.774693, -122.438025)"
Holy of Holiness,509 DIVISADERO ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.774417, -122.438013)"
Wine Kitchen ,507 DIVISADERO ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.774349, -122.437999)"
Nopa,560 DIVISADERO ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.774834, -122.437469)"
Tae Hee's Grooming Pet Supply ,542 DIVISADERO ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.774704, -122.437400)"
The Postal Chase ,530 DIVISADERO ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.774570, -122.437371)"
Citi Beauty Skin Care ,518 DIVISADERO ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.774432, -122.437343)"
SF Hardware ,512 DIVISADERO ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.774364, -122.437330)"
Budget Cleaners ,536 DIVISADERO ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.774644, -122.437271)"
Marina Subs,2299 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.796788, -122.436833)"
meggie.,2277 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.796788, -122.436833)"
Danielle,2278 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797139, -122.436803)"
USPS,117 DIAMOND ST,RACK,SIDEWALK,1,2,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,2004,"(37.760124, -122.436799)"
Mollie Stone's,4201 18TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.760613, -122.436414)"
Union Street Dental Center,2250 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797261, -122.436390)"
Le Bouquet,2205 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.796917, -122.435688)"
Images for Hair,2203 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.796917, -122.435688)"
Pacific Puffs,2201 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.796917, -122.435688)"
Radio Shack ,#REF!,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR ,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.72436352, -122.43540768)"
Song Tea & Ceramics,2120 SUTTER ST,RACK,SIDEWALK,0,,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.786049, -122.435406)"
Michaelis Wine & Spirits,2198 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797280, -122.435365)"
El Chico Produce,#REF!,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR ,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.72459848, -122.43522901)"
Umami Burger,2184 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797348, -122.435160)"
American Apparel,2174 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797430, -122.435061)"
La Bella Crepe,2165 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.796932, -122.434883)"
Tule Elk Park CDC (PreK & SA),2110 GREENWICH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.799343, -122.434862)"
Castro Theatre,429 CASTRO ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.762013, -122.434696)"
The Brixton,2140 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797494, -122.434566)"
La Cucina,2136 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797494, -122.434566)"
Vivo,2124 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797513, -122.434412)"
La Bella Crepe,2133 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797032, -122.434342)"
Union B,2127 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797046, -122.434235)"
Kim K Dry Cleaners & Laundry,#REF!,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR ,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.72501863, -122.43421034)"
Cones n Cakes Mocha Chaca,#REF!,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR ,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.72615826, -122.43405061)"
Casa Lucaz #3 ,4555 MISSION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.725283, -122.434010)"
Starbucks,3735 BUCHANAN ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.80439603, -122.43389351)"
Fog City Leather,2060 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797660, -122.433257)"
SFPD Northern Station,1125 FILLMORE ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.780053, -122.432945)"
Cafe Flore,2298 MARKET ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.764657, -122.432944)"
Patxi's Pizza,4042 24TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.751612, -122.432872)"
Hutong,2030 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797675, -122.432703)"
Hunan Empire,2001 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797184, -122.432486)"
Cafe des Amis,2000 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797682, -122.432455)"
Destination Baking Company,598 CHENERY ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.734740, -122.432285)"
Perfect Fit,1860 LOMBARD ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.800562, -122.432171)"
California Pacific Medical Center,2100 WEBSTER ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.790526, -122.432140)"
Cultive Frozen Yogurt,1998 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797698, -122.432070)"
Red Union Hair Salon,1996 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797698, -122.432070)"
Juice Stop,1994 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797698, -122.432070)"
Bank of America,1995 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797305, -122.431947)"
Bar None,1980 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797761, -122.431913)"
West Bay Conference Center,1290 FILLMORE ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.781276, -122.431840)"
Lucy Activewear,1974 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.797849, -122.431769)"
Artisans of San Francisco,1964 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797860, -122.431678)"
The Blue Light,1979 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797344, -122.431639)"
High Society,1977 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797344, -122.431639)"
Duboce Park Cafe,2 SANCHEZ ST,RACK,PARKING_LANE,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,SUPPLY MEETS DEMAND,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.769161, -122.431623)"
Lashfully,1954 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797883, -122.431502)"
State Farm Insurance,1952 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797883, -122.431502)"
Spuntino di Ottimista,1957 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797400, -122.431475)"
Puffin's,1945 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797391, -122.431271)"
Plumberry Nail Spa,1933 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797407, -122.431143)"
La Bijouterie,1931 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797418, -122.431057)"
American Cupcakes,1919 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797429, -122.430972)"
Wells Fargo,1900 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797906, -122.430828)"
Urban Bread ,3901 18TH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.761018, -122.430785)"
Bus Stop Bar,1901 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797535, -122.430709)"
The Green Cross,4218 MISSION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.729774, -122.430645)"
The Center SF,548 FILLMORE ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,SFMTA CONTACTED,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.774545, -122.430617)"
Nihonmachi Little Friends,2031 BUSH ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY,N/A,n/a,"(37.787090, -122.430590)"
Nihonmachi Little Friends,1830 SUTTER ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,REQUEST FROM VISITOR,BUSINESS,2. RESPOND_TO_SFMTA,N/A,n/a,"(37.786717, -122.430560)"
Stuart Moore Gallery of Jewelry,1898 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797916, -122.430400)"
Starbucks,1899 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797543, -122.430316)"
Berenice Hair Saloon,1889 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797543, -122.430316)"
Laser Away,1878 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797990, -122.430232)"
David Clay Jewelers,1872 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.798000, -122.430154)"
A Valente and Sons,1877 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797570, -122.430100)"
LF Stores,1870 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.798047, -122.430074)"
Lightning Tavern,1875 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797500, -122.430000)"
Ambiance,1864 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.798075, -122.429992)"
Jest Jewels,1869 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797511, -122.429915)"
Ambiance,1858 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.798087, -122.429898)"
Eurasian Interiors,1861 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797522, -122.429830)"
Luisa's Restaurant,1851 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.797532, -122.429744)"
A Day in May,1850 UNION ST,RACK,SIDEWALK,0,0,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT,N/A,n/a,"(37.798215, -122.429724)"
